
35, -0.1200819, 0.2177939, 0.965085, 4.4375, 11.2, 256, 57, 313, 1.788571
36, -0.1165203, 0.2090032, 0.9652035, 3.72, 11.73, 261, 57, 318, 1.766667
37, -0.126277, 0.1933505, 0.955991, 3.5175, 11.37, 265, 63, 328, 1.772973
38, -0.1169438, 0.1894641, 0.9578967, 3.81, 10.9, 269, 71, 340, 1.789474
39, -0.1170557, 0.173136, 0.9806094, 3.99, 11.14, 274, 71, 345, 1.769231
40, -0.112916, 0.1645183, 0.9880613, 4.26, 11.6, 278, 71, 349, 1.745
41, -0.1169252, 0.1693165, 0.9859022, 3.665, 10.94, 291, 72, 363, 1.770732
42, -0.07189547, 0.144176, 0.9952493, 3.7175, 10.68, 299, 76, 375, 1.785714
43, -0.07693543, 0.1295516, 0.9958983, 4.03, 10.89, 302, 78, 380, 1.767442
44, -0.07060599, 0.07731365, 0.9802848, 4.2825, 10.33, 310, 78, 388, 1.763636
45, -0.06483634, 0.09921562, 0.9940262, 4.4825, 10.57, 317, 78, 395, 1.755556
46, -0.06405473, 0.06621196, 0.9940311, 3.7675, 10.77, 326, 79, 405, 1.76087
47, -0.04415753, 0.06644868, 0.9654915, 3.7675, 10.91, 330, 86, 416, 1.770213
48, -0.05115257, 0.05300452, 0.9931942, 3.965, 9.76, 345, 88, 433, 1.804167
49, -0.06175816, 0.06126545, 0.9964491, 4.195, 9.46, 350, 88, 438, 1.787755
50, -0.07610727, 0.04662645, 0.997041, 4.5125, 10.01, 356, 89, 445, 1.78
51, -0.08283878, 0.03274289, 1, 3.88, 9.45, 365, 90, 455, 1.784314
52, -0.04417678, 0.04207657, 1, 3.9175, 8.23, 376, 96, 472, 1.815385
53, -0.05705181, 0.04176405, 1, 4.045, 8.6, 382, 97, 479, 1.807547
54, -0.05618698, 0.04671369, 0.9894137, 4.29, 8.83, 388, 98, 486, 1.8
55, -0.05733987, 0.01775544, 1, 4.5975, 9.22, 390, 99, 489, 1.778182
56, -0.05937316, 0.01922728, 0.9977856, 3.995, 8.58, 397, 105, 502, 1.792857
57, -0.05601254, 0.01767626, 1, 4.0175, 8.75, 406, 108, 514, 1.803509
58, -0.05221438, 0.02459726, 1, 4.255, 8.73, 414, 109, 523, 1.803448
59, -0.05083736, 0.02653933, 1, 4.5325, 8.64, 423, 110, 533, 1.80678
60, -0.05026153, 0.03547028, 1, 4.7825, 9.01, 429, 110, 539, 1.796667
61, -0.05307061, 0.03010471, 1, 4.185, 8.96, 437, 110, 547, 1.793443
62, -0.05183303, 0.02052422, 0.9700842, 4.07, 9.01, 445, 112, 557, 1.796774
63, -0.05335221, 0.03494567, 1, 4.3075, 9.28, 454, 113, 567, 1.8
64, -0.05473242, 0.03398807, 1, 4.5725, 9.64, 460, 114, 574, 1.79375
65, -0.05590552, 0.03022775, 1, 4.8225, 10.43, 462, 114, 576, 1.772308
66, -0.05553028, 0.03331689, 1, 4.18, 9.78, 468, 116, 584, 1.769697
67, -0.03157502, 0.01874988, 0.9721797, 3.8475, 9.8, 477, 118, 595, 1.776119
68, -0.03244074, 0.005589287, 1, 3.9725, 9.89, 484, 122, 606, 1.782353
69, -0.0370498, 5.105883E-07, 1, 4.23, 10.28, 491, 123, 614, 1.77971
70, -0.03904522, -0.002161265, 0.9967287, 4.4625, 9.87, 500, 123, 623, 1.78
71, -0.04091662, 0.004591865, 0.9961537, 3.8725, 9.37, 507, 128, 635, 1.788732
72, -0.03668255, 0.01885406, 0.9816274, 3.7725, 9.08, 516, 130, 646, 1.794444
73, -0.02499172, 0.02708788, 0.987724, 3.955, 9.12, 524, 133, 657, 1.8
74, -0.02961077, 0.01052897, 0.9927256, 4.3075, 8.61, 539, 135, 674, 1.821622
75, -0.01263687, 0.02301507, 1, 4.5125, 8.81, 547, 135, 682, 1.818667
76, 0.004691975, 0.02091952, 0.997339, 3.9, 9.1, 553, 137, 690, 1.815789
77, 0.006678058, 0.02850589, 1, 3.805, 9.69, 555, 139, 694, 1.802597
78, 0.01015024, 0.03173179, 1, 4.15, 9.36, 569, 139, 708, 1.815385
79, 0.01536665, 0.03505957, 0.9883978, 4.3975, 9.43, 582, 140, 722, 1.827848
80, 0.0167787, 0.03533161, 0.9817714, 4.5475, 9.51, 591, 140, 731, 1.8275
81, 0.02243498, 0.0201897, 1, 3.915, 9.97, 595, 141, 736, 1.817284
82, 0.005931809, 0.02487389, 0.9969223, 3.8825, 9.49, 606, 145, 751, 1.831707
83, 0.006780888, 0.0342897, 1, 4.055, 10.06, 613, 145, 758, 1.826506
84, 0.006057409, 0.03632991, 1, 4.3475, 10.81, 618, 145, 763, 1.816667
85, 0.002443321, 0.03225277, 1, 4.6175, 10.21, 628, 145, 773, 1.818824
86, 0.008378755, 0.05341285, 0.993861, 4.19, 10.51, 634, 147, 781, 1.816279
87, 0.001837915, 0.04748375, 1, 4.315, 10.05, 643, 152, 795, 1.827586
88, 0.007626976, 0.04323115, 1, 4.605, 10.34, 646, 153, 799, 1.815909
89, 0.006984713, 0.04055258, 1, 4.865, 11.26, 648, 153, 801, 1.8
90, 0.004248385, 0.04226042, 1, 5.115, 12.12, 650, 153, 803, 1.784444
91, 0.01806883, 0.03744183, 0.9961662, 4.3175, 11.85, 662, 153, 815, 1.791209
92, 0.004699732, 0.04263108, 1, 4.2125, 12.14, 673, 154, 827, 1.797826
93, 0.0003680759, 0.04966965, 1, 4.4075, 12.33, 679, 156, 835, 1.795699
94, -0.007288722, 0.06120947, 1, 4.6875, 12.25, 684, 156, 840, 1.787234
95, -0.009012524, 0.05323689, 1, 4.93, 11.97, 694, 156, 850, 1.789474
96, -0.009715826, 0.04924671, 1, 4.2925, 12.63, 697, 156, 853, 1.777083
97, -0.009689858, 0.05471246, 0.9964957, 4.2025, 12.24, 705, 156, 861, 1.775258
98, -0.01542727, 0.05458149, 1, 4.4775, 12.93, 709, 157, 866, 1.767347
99, -0.01969506, 0.05626867, 1, 4.74, 12.19, 719, 159, 878, 1.773737
100, -0.01193191, 0.03986173, 0.9780432, 4.86, 11.63, 731, 159, 890, 1.78
101, -0.02615904, 0.04462138, 0.9984642, 4.3325, 11.36, 741, 160, 901, 1.784158
102, -0.03150928, 0.05234471, 0.9828072, 4.295, 10.37, 750, 165, 915, 1.794118
103, -0.03765242, 0.0549842, 1, 4.435, 8.83, 763, 167, 930, 1.805825
104, -0.0410722, 0.04778215, 0.9811659, 4.6975, 8.67, 772, 167, 939, 1.805769
105, -0.03517807, 0.04170978, 0.988353, 4.9225, 9.45, 776, 167, 943, 1.796191
106, -0.04074389, 0.04016853, 0.9959301, 4.2325, 9.31, 784, 168, 952, 1.796226
107, -0.0252674, 0.04375026, 0.9879738, 3.8275, 8.93, 790, 170, 960, 1.794392
108, -0.03689346, 0.03923834, 1, 3.9275, 8.57, 797, 174, 971, 1.798148
109, -0.03895331, 0.04507535, 1, 4.16, 8.54, 807, 176, 983, 1.80367
110, -0.03879859, 0.04653411, 1, 4.46, 9.06, 811, 177, 988, 1.796364
111, -0.04282104, 0.04083968, 1, 3.8175, 9.33, 815, 179, 994, 1.790991
112, -0.04145192, 0.03012167, 0.9828725, 3.62, 9.5, 822, 182, 1004, 1.792857
113, -0.04889497, 0.0379082, 1, 3.745, 9.22, 832, 183, 1015, 1.79646
114, -0.02022656, 0.02838797, 1, 4, 8.28, 844, 184, 1028, 1.803509
115, -0.02440684, 0.0370945, 1, 4.315, 8.68, 853, 185, 1038, 1.805217
116, -0.02441107, 0.04243791, 0.9916025, 3.7525, 8.38, 863, 192, 1055, 1.818966
117, -0.03103459, 0.0486295, 1, 3.87, 7.82, 872, 198, 1070, 1.82906
118, -0.02401814, 0.05072547, 1, 4.025, 8.41, 878, 201, 1079, 1.828814
119, -0.0249331, 0.05163164, 0.9863432, 4.185, 9.22, 883, 201, 1084, 1.821849
120, -0.01885461, 0.0494111, 1, 4.51, 9.48, 889, 202, 1091, 1.818333
121, -0.03278035, 0.0526369, 1, 4.05, 8.74, 900, 207, 1107, 1.829752
122, -0.03936649, 0.03525421, 1, 4.005, 8.93, 907, 208, 1115, 1.827869
123, -0.04503717, 0.04398238, 1, 4.1875, 9.01, 912, 208, 1120, 1.821138
124, -0.04230067, 0.05188981, 1, 4.61, 8.12, 923, 209, 1132, 1.825806
125, -0.03670725, 0.05497078, 1, 4.8325, 8.45, 931, 209, 1140, 1.824
126, -0.03978042, 0.04453308, 1, 4.225, 9.02, 933, 211, 1144, 1.815873
127, -0.03693771, 0.03983822, 0.96931, 4.1725, 8.22, 942, 215, 1157, 1.822047
128, -0.04342994, 0.02793337, 0.969641, 4.34, 8.14, 949, 217, 1166, 1.821875
129, -0.04870578, 0.04084096, 1, 4.55, 8.82, 952, 217, 1169, 1.812403
130, -0.04999997, 0.04967313, 1, 4.7575, 9.03, 961, 217, 1178, 1.812308
131, -0.04181394, 0.03425605, 1, 4.0325, 9.54, 965, 217, 1182, 1.80458
132, -0.04149774, 0.02959048, 1, 3.8775, 9.17, 976, 220, 1196, 1.812121
133, -0.03661921, 0.04416322, 0.9824589, 4.1475, 9.11, 987, 222, 1209, 1.818045
134, -0.03500212, 0.04791532, 1, 4.345, 9.54, 993, 222, 1215, 1.813433
135, -0.03423539, 0.03740594, 0.9804728, 4.635, 10.06, 998, 222, 1220, 1.807407
136, -0.03790002, 0.03101817, 1, 4.105, 10, 1003, 223, 1226, 1.802941
137, -0.04048961, 0.0429281, 0.9858608, 4.235, 9.59, 1012, 226, 1238, 1.807299
138, -0.03318385, 0.02543811, 1, 4.43, 9.34, 1023, 226, 1249, 1.810145
139, -0.03625665, 0.0296425, 1, 4.765, 9.61, 1029, 227, 1256, 1.807194
140, -0.03815811, 0.0388703, 1, 5.06, 9.53, 1037, 228, 1265, 1.807143
141, -0.03789236, 0.03534779, 1, 4.3725, 10.07, 1044, 228, 1272, 1.804255
142, -0.03558051, 0.03660346, 1, 4.0725, 10.04, 1050, 230, 1280, 1.802817
